id,trigger,conditions,script,text,options,notes
generic_refuseToDealKnownInhospitable,PickGreeting,"$requiresDiscretionToDeal
HasAttentionOfAuthorities score:500",ShowPersonVisual,"Aftew a showt wait, youw connyection wequest is accepted. $personName wooks at you fow a whiwe befowe speaking.

""And why wouwd someonye on the wwong side of $market's authowities want to get in touch with me?""

You considew that pewhaps coming back with youw twanspondew off and without attwacting any undue attention might be a bettew apwoach.",0:cutCommLink:Cut the comm wink,
mpm_greetingNeedTOff,PickGreeting,"$mpm_isPlayerContact
$player.transponderOn
$hostileToMarket score:100",ShowPersonVisual,"Aftew a showt wait, youw connyection wequest is accepted.

""What? A shipment of $mpm_commodityName? I'm afwaid I wouwdn't knyow anyonye intewesed in that sowt of thing.""

On the bawance of things, pewhaps wawtzing into powt with youw twanspondew on and bwoadcasting youw identity, in owdew to get in touch with an undewwowwd figuwe, wasn't the best idea you've evew had.",0:cutCommLink:Cut the comm wink,
mpm_greetingEnough,PickGreeting,"$mpm_isPlayerContact
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","Aftew a showt wait, youw connyection wequest is accepted.

""Gweetings owo  I've been waiting fow this $mpm_commodityName shipment.""",,
mpm_greetingNotEnough,PickGreeting,"$mpm_isPlayerContact
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","Aftew a showt wait, youw connyection wequest is accepted.

""Gweetings UwU  I've been waiting fow this $mpm_commodityName shipment. ... and I see that you don't have it yet. Weww, you stiww have some time.""",,
mpm_greetingEnoughIllegal,PickGreeting,"$mpm_isPlayerContact
$hostileToMarket
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","Aftew a showt wait, youw connyection wequest is accepted.

""So, I heaw you've got the stuff.""",,
mpm_greetingNotEnoughIllegal,PickGreeting,"$mpm_isPlayerContact
$hostileToMarket
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","Aftew a showt wait, youw connyection wequest is accepted.

""You haven't got the stuff, so why awe we even tawking?""",,
mpm_greetingActiveEnough,PickGreetingActive,"$mpm_isPlayerContact
!$hostileToMarket
CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","""Gweetings (・`ω´・)  I've been waiting fow this $mpm_commodityName shipment.""",,
mpm_greetingActiveNotEnough,PickGreetingActive,"$mpm_isPlayerContact
!$hostileToMarket
!CallEvent $mpm_eventRef hasEnough","ShowPersonVisual
FireAll PopulateOptions","""Gweetings owo  I've been waiting fow this $mpm_commodityName shipment. ... and I see that you don't have it yet. Weww, you stiww have some time.""",,
mpm_hasEnoughOption,PopulateOptions,"$mpm_isPlayerContact
CallEvent $mpm_eventRef hasEnough",,,0:mpm_deliver:Dewivew the $mpm_commodityName,
mpm_hasEnoughOptionSelected,DialogOptionSelected,$option == mpm_deliver,"AddText ""\""Excewwent. Thank you fow youw effowts.\""""
CallEvent $mpm_eventRef performDelivery
CallEvent $mpm_eventRef endEvent
FireAll PopulateOptions",,,
mpm_hasEnoughOptionSelectedBonus,DialogOptionSelected,"$option == mpm_deliver
CallEvent $mpm_eventRef hasBonus","AddText ""\""Excewwent. Thank you fow youw effowts. As agweed, I'm awso adding on a bonyus fow pwompt dewivewy.\""""
CallEvent $mpm_eventRef performDelivery
CallEvent $mpm_eventRef endEvent
FireAll PopulateOptions",,,
mpm_pirateEncounter,BeginFleetEncounter,"$mpm_isSpawnedByMPM
!$ignorePlayerCommRequests","MakeOtherFleetHostile mpm_pirate true
MakeOtherFleetAggressive mpm_pirate true
$skipTInfo = true 0
$sawPlayerTransponderOn = true 5
AddText ""You'we being haiwed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
mpm_pirateOpenComms,OpenCommLink,"$isPerson
$entity.mpm_isSpawnedByMPM score:100",FireAll MPMHandOverOptions,"The piwate $personRank wooks up fwom $hisOrHer consowe.

""Weww, nyow. Just hand uvw the $mpm_commodityName shipment we both knyow you've got in youw cawgo howds, and I'ww wet you be on youw way.""",,
mpm_handOverPirateOption,MPMHandOverOptions,CallEvent $mpm_eventRef hasEnough,,,0:mpm_handOver:Hand uvw the $mpm_commodityName,
mpm_notEnoughPirateOption,MPMHandOverOptions,!CallEvent $mpm_eventRef hasEnough,,,0:mpm_notEnoughPirate:Expwain that you don't have the $mpm_commodityName,
mpm_refusePirateOption,MPMHandOverOptions,,,,"
1:mpm_refuse:Wefuse",
mpm_handOverOptionSel,DialogOptionSelected,$option == mpm_handOver,"CallEvent $mpm_eventRef handOver
AddText ""Wost $mpm_quantity $mpm_commodityName"" textEnemyColor
AddText ""\""Gwad you couwd be made to see weason. Nyow, get out of hewe befowe I change my mind.\""""
MakeOtherFleetHostile mpm_pirate false
MakeOtherFleetNonHostile mpm_pirate true 10
FireAll PopulateOptions",,,
mpm_notEnoughPirateOptionSel,DialogOptionSelected,$option == mpm_notEnoughPirate,"$entity.ignorePlayerCommRequests = true 10
ShowDefaultVisual
EndConversation",The comm wink is cut befowe you have a chance to offew much of an expwanyation.,,
mpm_refuseOptionSel,DialogOptionSelected,$option == mpm_refuse,"$entity.ignorePlayerCommRequests = true 10
ShowDefaultVisual
EndConversation",The comm wink is cut befowe you have a chance to say much of anything ewse.,,
ome_greeting,PickGreeting,$ome_hireable,"ShowPersonVisual
FireAll PopulateOptionsHire","Aftew a showt wait, youw connyection wequest is accepted.

$personName wooks you uvw appwaisingwy.

""Heawd you might be wooking to take on some hewp.""",,
ome_greetingAdmin,PickGreeting,"$ome_hireable
$ome_isAdmin","ShowPersonVisual
FireAll PopulateOptionsHire","Aftew a showt wait, youw connyection wequest is accepted.

$personName wooks you uvw appwaisingwy.

""Heawd you might be getting into the cowony businyess. If so, I might be of some hewp.""",,
ome_askSkills,PopulateOptionsHire,"$ome_hireable
!$askedSkills
",,,"0:ome_askSkills:""Depends. What can you do?""",
ome_askHire,PopulateOptionsHire,"$ome_hireable
!CallEvent $ome_eventRef atLimit $id",,,1:ome_askHire:Offew to hiwe $himOrHer,
ome_cantHire,PopulateOptionsHire,"$ome_hireable
CallEvent $ome_eventRef atLimit $id
!$ome_isAdmin",,,"0:ome_convEnd:""I can't hiwe on any mowe officews at the moment.""",
ome_cantHireAdmin,PopulateOptionsHire,"$ome_hireable
CallEvent $ome_eventRef atLimit $id
$ome_isAdmin",,,"0:ome_convEnd:""I can't hiwe on any mowe adminyistwatows at the moment.""",
ome_wontHire,PopulateOptionsHire,"$ome_hireable
!CallEvent $ome_eventRef atLimit $id",,,2:ome_convEnd:End the convewsation,
ome_askSkillsSel,DialogOptionSelected,$option == ome_askSkills,"AddText ""You ask $personName some questions to estabwish whewe $hisOrHer skiwws wie.""
CallEvent $ome_eventRef printSkills $id
$askedSkills = true 0
FireAll PopulateOptionsHire
unset $askedSkills",,,
ome_askSkillsSelNoSkillAdmin,DialogOptionSelected,"$option == ome_askSkills
$ome_adminTier == 0","AddText ""You ask $personName some questions to estabwish whewe $hisOrHer skiwws wie. It quickwy becomes appawent that $heOrShe has nyo speciaw tawents, but is nyonyethewess a capabwe adminyistwatow, whose sewvices can be had fow a vewy weasonyabwe fee.""
$askedSkills = true 0
FireAll PopulateOptionsHire
unset $askedSkills",,,
ome_askHireSel,DialogOptionSelected,$option == ome_askHire,"AddText ""\""I'ww expect a $ome_hiringBonus cwedit hiwing bonyus, and aftewwawds a stawting sawawy of $ome_salary cwedits pew month. Once the inyitiaw twansfew is compwete, I can be weady to boawd within the houw.\""""
SetTextHighlightColors hColor hColor
SetTextHighlights $ome_hiringBonus $ome_salary
AddText ""You have $player.creditsStr cwedits avaiwabwe.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_askHireSelAdmin,DialogOptionSelected,"$option == ome_askHire
$ome_isAdmin","AddText ""\""I'ww expect a $ome_hiringBonus cwedit hiwing bonyus, and aftewwawds a sawawy of $ome_salary cwedits pew month. Once the inyitiaw twansfew is compwete, I wiww await my assignment at youw pweasuwe.\""""
SetTextHighlightColors hColor hColor
SetTextHighlights $ome_hiringBonus $ome_salary
AddText ""You have $player.creditsStr cwedits avaiwabwe.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_hireOptionsNormal,HireOptionSet,CallEvent $ome_eventRef canAfford $id,,,"0:ome_hireYes:""Sounds good.""
1:ome_convEnd:""I've changed my mind.""",
ome_hireOptionsCantAfford,HireOptionSet,,,,"0:ome_convEnd:""I can't affowd that at the moment.""",
ome_hireYesSel,DialogOptionSelected,$option == ome_hireYes,"AddText ""You cut the comm wink aftew exchanging a few pweasantwies.""
CallEvent $ome_eventRef hireOfficer $id
UpdateMemory
ShowDefaultVisual
EndConversation",,,
ome_hireNoSel,DialogOptionSelected,$option == ome_convEnd,"ShowDefaultVisual
EndConversation",You cut the comm wink aftew exchanging a few pweasantwies.,,
tOffPatrolBegin,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$sawPlayerTransponderOff score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$sawPlayerWithTOffCount++ 10
$transponderOffConv = true 0
AddText ""You'we being haiwed by the $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
tOffPatrolOpenComm,OpenCommLink,$entity.transponderOffConv score:100,"AddText ""\""Wunnying with the twanspondew off in $faction space is against the waw. You'we heweby owdewed to tuwn youw twanspondew on, identify youwsewf immediatewy, and submit to a cawgo scan fow contwaband.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_comply:Tuwn the twanspondew on and compwy
1:tOff_refuse:Wefuse and cut the comm wink",
tOffPatrolOpenCommUnknown,OpenCommLink,"$entity.transponderOffConv score:100
!$entity.knowsWhoPlayerIs","AddText ""\""Unknyown $shipOrFleet, identify youwsewf ;;w;;  Wunnying with the twanspondew off in $faction space is against the waw. You'we heweby owdewed to tuwn youw twanspondew on and submit to a cawgo scan.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_comply:Tuwn the twanspondew on and compwy
1:tOff_refuse:Wefuse and cut the comm wink",
tOffPatrolOpenCommTOn,OpenCommLink,"$entity.transponderOffConv score:100
$player.transponderOn","AddText ""\""Wunnying with the twanspondew off in $faction space is against the waw. Don't think you can just tuwn it back on and avoid ouw attention - you'we heweby owdewed to submit to a cawgo scan.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF",,"0:tOff_comply2:Awwow the scan
1:tOff_refuse:Wefuse and cut the comm wink",
tOffPatrolOpenCommNotFirstTime,OpenCommLink,"$entity.transponderOffConv score:100
$entity.sawPlayerWithTOffCount == 2.0 score:10
$entity.relativeStrength >= 0","AddText""\""I towd you wast time to keep youw twanspondew on.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
AddText ""The comm wink is cut befowe you have a chance to wespond.""
$entity.ignorePlayerCommRequests = true 0
unset $entity.transponderOffConv",,0:tOff_notFirstTimeCont:Continyue,
tOffComply,DialogOptionSelected,$option == tOff_comply,"unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff
ActivateAbility $player.fleetId transponder
UpdateMemory",You issue an owdew to activate the twanspondew and wait fow the cawgo scan to finyish.,0:tOff_scan_continue:Continyue,
tOffComply2,DialogOptionSelected,$option == tOff_comply2,"unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff",You wait fow the cawgo scan to finyish.,0:tOff_scan_continue:Continyue,
tOffCargoScan,DialogOptionSelected,$option == tOff_scan_continue,"AddText ""Aftew a bwief wait, the $faction $otherFleetName twansmits the scan wesuwts.""
CargoScan
FireBest TOffScanResult",,,
tOffCargoScanHostile,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile","ShowDefaultVisual
EndConversation","Howevew, instead of pwoceeding with the scan, the $faction $fleetName shuts down comms and powews up combat systems.",,
tOffCargoScanHostileStronger,DialogOptionSelected,"$option == tOff_scan_continue
$entity.isHostile
$entity.relativeStrength < 0","MakeOtherFleetAggressive tOff false
MakeOtherFleetPreventDisengage tOff false
ShowDefaultVisual
EndConversation","Howevew, instead of pwoceeding with the scan, the $faction $fleetName shuts down comms and powews up combat systems.",,
tOffCargoScanPods,TOffScanResult,$scan_podsFound score:1000,unset $scan_podsFound,"The $faction $personRank pauses and wooks off-scween.

""But what about these cawgo pods, which, wet me check - why, they do contain iwwegaw cawgo. Nyot youws, awe they? Nyo? Excewwent. We'ww be confiscating the contents, then.""",0:tOff_podsCont:Continyue,
tOffCargoScanClean,TOffScanResult,"!$scan_contrabandFound
!$scan_suspiciousCargoFound",,"$PersonRank $personName wooks vaguewy dispweased.

""If I catch you wunnying with the twanspondew off again, you won't get off so easiwy.""

The comm wink is cut befowe you have a chance to wespond.",0:tOff_cleanCont1:Continyue,
tOffCargoScanSuspicious,TOffScanResult,$scan_suspiciousCargoFound,,"Whiwe the scan finds nyo uvwt contwaband, the quantity of cawgo found, combinyed with indiwect evidence of youw pwiow bwack mawket activities, is enyough to waise suspicions.

It is nyot, howevew, enyough to do anything about. Cowwespondingwy, $personRank $personName wooks dispweased.

""I'ww see you again, you can be suwe of it,"" $heOrShe gwinds out befowe cutting the comm wink.",0:tOff_cleanCont1:Continyue,
tOffCargoScanContraband,TOffScanResult,$scan_contrabandFound score:10,,"""Weww, weww. Just as I suspected, we've got a smuggwew hewe. Pew standawd $faction pwoceduwe, you'we wequiwed to eject the contwaband into space, fow pickup ow incinyewation at the discwetion of the patwow commandew.""

$PersonRank $personLastName wooks wathew pweased, and you suspect that ""pickup"" wathew than ""incinyewation"" might be the owdew of the day.","0:tOff_comply_contraband:Suwwendew the contwaband and cut the comm wink
1:tOff_refuse:Wefuse and cut the comm wink",
cargoScanInitial,BeginFleetEncounter,"!$cargoScan_didAlready
!$isHostile
$pursuePlayer_smugglingScan score:50","$cargoScan_didAlready = true 0
MakeOtherFleetPreventDisengage cargoScan true
#MakeOtherFleetAggressive cargoScan true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$cargoScanConv = true 0
AddText ""You'we being haiwed by the $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
cargoScanFirstComms,OpenCommLink,$entity.cargoScanConv score:100,"AddText ""\""Attention: youw fweet matches the pwofiwe of a suspected smuggwew posted by $market authowities. You'we heweby owdewed to submit to a cawgo scan.\""""
",,"0:cargoScan_comply:Awwow the scan
1:cargoScan_refuse:Wefuse and cut the comm wink",
cargoScanStart,DialogOptionSelected,$option == cargoScan_comply,"AddText ""Aftew a bwief wait, the $faction $otherFleetName twansmits the scan wesuwts.""
CargoScan
FireBest CargoScanResult",,,
cargoScanPods,CargoScanResult,$scan_podsFound score:1000,unset $scan_podsFound,"The $faction $personRank pauses and wooks off-scween.

""But what about these cawgo pods, which, wet me check - why, they do contain iwwegaw cawgo. Nyot youws, awe they? Nyo? Excewwent. We'ww be confiscating the contents, then.""",0:scan_podsCont:Continyue,
