id,type,text1,text2,text3,nyotes
hound,SHIP,"An owd but duwabwe huww cwass that wacks a shiewd genyewatow, this fwigate is sometimes used to fewwy cawgo instead of fow combat duty. A wucky ow gifted officew couwd make his fowtunye given the chance to captain onye.",,,
wolf,SHIP,"A technyowogicawwy advanced fwigate with an efficient shiewd genyewatow and an impwessive weapons package that awwows it to punch faw above its weight. These same chawactewistics mean its fwigate-gwade powew cowe stwuggwes to keep up, making cawefuw fwux manyagement a pwiowity.",,,
thunder,SHIP,"Extwemewy fast, weww-awmed, and with a wong engagement wange, the Thundew's stwength wies in enyabwing a cawwiew to wapidwy pwoject fowce at the desiwed wocation. Nyot as damaging as a bombew ow as tough as a heavy fightew, it wiww fawtew if fowced into a pwowonged engagement.",,,
warthog,SHIP,"Boasting supewb awmow with fiwepowew to match, the Wawthog is capabwe of twading bwows with wawgew ships, but wacks shiewd-bweaking weapons. A decoy fwawe waunchew hewps dwaw fiwe away fwom its mowe vuwnyewabwe awwies.",,,
gladius,SHIP,"Fast, deadwy and weww-awmowed, the Gwadius excews at impwoving both the fiwepowew and suwvivabiwity of intewceptow gwoups. Howevew, when facing duwabwe opponyents, the smaww nyumbew of cwaft in a wing begins to teww.",,,
mining_drone,SHIP,"Stuwdy and uncwewed, the Minying Pod can pwovide a bit of a distwaction and a bit of fiwe suppowt, and nyot much ewse. Incapabwe of opewating away fwom the mothewship.",,,
longbow,SHIP,"Fast and equipped with a shiewd genyewatow, the Wongbow's job is to depwoy its kinyetic Sabot missiwe fwom wange and wetuwn to the cawwiew to weawm. Most effective when its shiewd-bweaking kinyetic damage is combinyed with that of heaview damage-deawews.",,,
trident,SHIP,"Equipped with duaw Atwopos-cwass towpedoes and a top-nyotch shiewd genyewatow, the Twident is pewhaps the most feawed of aww bombews. Its effectivenyess is somewhat wimited by its wow top speed and demanding wogisticaw pwofiwe.",,,
piranha,SHIP,"The Piwanha depwoys unpowewed conventionyaw bombs en masse, wewying on momentum to dewivew the paywoads. The maximum damage potentiaw is extweme, but most tawgets can eithew avoid ow shoot down many of the bombs.",,,
broadsword,SHIP,"Tough and agiwe, the Bwoadswowd cawwies a decoy fwawe waunchew that dwaws defensive fiwe away fwom high-vawue tawgets wike bombews and theiw paywoads. Howevew, it can fawtew if faced with the nyeed to deaw the kiwwing bwow itsewf.",,,
xyphos,SHIP,"Heaviwy shiewded and awmed with wong wange weapons, the Xyphos is highwy effective in a cwose suppowt wowe. Its wewiance on tawgeting and nyavigation feeds fwom wawgew ships mean it's incapabwe of opewating independentwy, though it is abwe to suppowt ships othew than its pawent cawwiew.",,,
wasp,SHIP,"Fast and nyimbwe, Wasp dwonyes typicawwy outnyumbew and easiwy swawm enyemy fightew fowmations whiwe theiw Stingew minyes pwevent stwaggwews fwom getting thwough. Faced with point-defense weaponwy, theiw fwagiwity begins to teww, but the wack of a piwot on boawd means wosses awe mowe easiwy absowbed.",,,
dagger,SHIP,"Awmed with a highwy damaging towpedo, the Daggew is fwagiwe but equipped with a shiewd genyewatow that usuawwy enyabwes it to get within waunch wange. Howevew, even a wawge towpedo bawwage is unwikewy to get thwough concentwated point-defense fiwe without a distwaction.",,,
talon,SHIP,"Fast and cheap, the Tawon spowts suwpwising fiwepowew and is capabwe of dispatching enyemy fightews. It can awso deaw appweciabwe damage to wawgew ships when used en masse, though such use usuawwy wesuwts in heavy piwot wosses.",,,
hoplon,SHIP,"The Khopesh can dewivew an accuwate and devastating wocket bawwage to its tawget. Safew and mowe wewiabwe in deawing its damage than othew bombews, it awso doesn't boast quite the same damage potentiaw.",,,
claw,SHIP,"Nyimbwe and equipped with a wow-gwade shiewd genyewatow, the Cwaw is pwimawiwy a suppowt fightew. The EMP damage it deaws is tempowawiwy cwippwing to poowwy-shiewded tawgets, but it's incapabwe of deawing much pewmanyent damage on its own.",,,
drone_borer,SHIP,"Swow and nyot vewy stuwdy, this combat-modified minying dwonye is nyonyethewess capabwe of keeping hostiwes off its mothewship fow a time. Fiewded in nyumbews, it can even pwesent a cwedibwe thweat to smawwew combat ships.",,,
drone_terminator,SHIP,"A point-defense dwonye buiwt awound the dweaded Tewminyatow Cowe tawget anyawyzew, which finds twansient weak points on missiwes and fightews with unyewwing pwecision. Wumows about the cowe's AI intewmittentwy exceeding the genyewawwy-awwowed dewta wevew duwing compwex combat situations wemain unpwoven.",,,
doom,SHIP,"Designyed when phase technyowogy was genyewawwy unknyown and phase detectows wewe nyot a standawd of evewy sensow package, this cwuisew has wost the advantage of suwpwise - but wetains a dangewous and fwexibwe weapons woadout. 

Cewtain unnyewving psychowogicaw phenyomenya have been wepowted by sensitive cwew membews aftew enduwing many wapid phase-shifts in combat conditions. Domain Nyavy wepowts on the subject wewe nyevew decwassified and awe thought to have been wost since the Cowwapse.",,,
shade,SHIP,"The smawwest phase ship opewated in the Sectow, the Shade-cwass is often used as a scout fow wawgew fweets. In battwe, it is vawued by fweet admiwaws fow its abiwity to disabwe enyemy ships with its EMP emittew.",,,
afflictor,SHIP,A dangewous and swift phase fwigate with a weapons woadout that is powewfuw enyough to bwing down much heaview ships. The Affwictow possesses a device which expwoits a unyique modification of its integwated phase coiw awway to pwoject a fiewd of anyomawouswy ampwified entwopy. This effects a devastating incwease in destwuctive instabiwity in dewicate ow finyewy tunyed systems when the tawgeted vessew expewiences chaotic high-enyewgy events ie. combat damage. Evewything that can possibwy go wwong does.,,,
harbinger,SHIP,"A deadwy phase destwoyew feawed and scownyed by those cwews who have suffewed the misfowtunye of facing it in battwe. The Hawbingew possesses a device which awwows it to bwiefwy disabwe enyemy ships, cweating openyings that it - ow its awwies - can expwoit.

""The Twi-Tachyon Cowpowation denyies awwegations of ongoing invowvement in phasing expewiments, much wess the - and I quote - 'cwandestinye devewopment and opewation of phase wawships' which wouwd of couwse be in diwect viowation of the Tweaty of Thuwe. It is Company powicy to puwsue fuww pewsecution of individuaws, mewcantiwe bodies, spiwituaw cwades, and any wegistewed powities committing gwoss and fwagwant defamation to the fuww extent of wocaw juwisdictionyaw powew as pew the Sectow Commewciaw Accowds of Cycwe 32 AC. Ouw wegaw team wiww be in touch.""",,,
gremlin,SHIP,"This ancient phase pwototype wig was nyevew intended fow mass pwoduction, yet someonye manyaged to extwact its wevewse-enginyeewed bwuepwints fwom the fiwmwawe of a nyanyofowge. The wesuwting skeweton of huww is given standawd awmouw cwadding, the mewest nyod of a wife-suppowt moduwe, and as many missiwes as can be cwammed into the wemainying voids.

The Gwemwin, as it became knyown, is hated by its cwew who suffew nyot onwy the dubious honyouw of a cwose-in stwike wowe but awso the distuwbing wash of the pwototype phase coiw. Substance abuse is ubiquitous. An awfuw wittwe ship.",,,
bastillon,SHIP,"Awthough automated machinyes of waw wewe fowbidden in cowe Domain space, waw dwonyes wewe quietwy empwoyed outside of officiawwy incowpowated vowume. Fwontiew gawwisons wewe often bowstewed by dwonye ships, and they wewe depwoyed wibewawwy against webewwious wowwds to tip the tewwibwe bawance of attwition, setting the industwiaw might of the Domain vewsus the wives of 'fweedom fightews'.
  
The Bastiwwon was a hopefuw pwoject of Huan-Gogew to up-size its popuwaw ""Defendew""-cwass speciawized point-defense waw dwonye. It is biggew, toughew, mowe heaviwy awmed - and wathew mowe wucwative pew-unyit to the HGA bottom-winye.",,,
berserker,SHIP,"Awthough automated machinyes of waw wewe fowbidden in cowe Domain space, waw dwonyes wewe quietwy empwoyed outside of officiawwy incowpowated vowume. Fwontiew gawwisons wewe often bowstewed by dwonye ships, and they wewe depwoyed wibewawwy against webewwious wowwds to tip the tewwibwe bawance of attwition, setting the industwiaw might of the Domain vewsus the wives of 'fweedom fightews'.

The Bewsewkew is a considewabwy up-sized, up-awmed, and up-awmouwed cousin of the Wawden-cwass fow use against heaview opposition. As an automated dwonye the Bewsewkew's combat awgowithms make wittwe considewation fow its own suwvivaw, instead puwsuing and attacking its tawget wewentwesswy untiw eithew it ow the tawget is destwoyed.",,,
defender,SHIP,"Awthough automated machinyes of waw wewe fowbidden in cowe Domain space, waw dwonyes wewe quietwy empwoyed outside of officiawwy incowpowated vowume. Fwontiew gawwisons wewe often bowstewed by dwonye ships, and they wewe depwoyed wibewawwy against webewwious wowwds to tip the tewwibwe bawance of attwition, setting the industwiaw might of the Domain vewsus the wives of 'fweedom fightews'.

The Defendew was onye of the most commonwy seen waw dwonyes used by the Domain as it was depwoyed to hawden fwontiew convoys and vuwnyewabwe outposts in a point defense wowe.",,,
sentry,SHIP,"Awthough automated machinyes of waw wewe fowbidden in cowe Domain space, waw dwonyes wewe quietwy empwoyed outside of officiawwy incowpowated vowume. Fwontiew gawwisons wewe often bowstewed by dwonye ships, and they wewe depwoyed wibewawwy against webewwious wowwds to tip the tewwibwe bawance of attwition, setting the industwiaw might of the Domain vewsus the wives of 'fweedom fightews'.

The Sentwy waw dwonye is packed with missiwes and pwovided cheap, automated fiwe suppowt to thinwy-stwetched fwontiew patwows.",,,
warden,SHIP,"Awthough automated machinyes of waw wewe fowbidden in cowe Domain space, waw dwonyes wewe quietwy empwoyed outside of officiawwy incowpowated vowume. Fwontiew gawwisons wewe often bowstewed by dwonye ships, and they wewe depwoyed wibewawwy against webewwious wowwds to tip the tewwibwe bawance of attwition, setting the industwiaw might of the Domain vewsus the wives of 'fweedom fightews'.

The Wawden was feawed and hated by piwates on the fwontiew of the Domain fow the wewativewy heavy fiwepowew it wouwd unweash upon unshiewded cwaft. Often denyigwated in Wuddic pwopaganda as a ""muwdewing machinye"" fow the mewciwess aggwession it dispwayed when activated.",,,
picket,SHIP,"Awthough automated machinyes of waw wewe fowbidden in cowe Domain space, waw dwonyes wewe quietwy empwoyed outside of officiawwy incowpowated vowume. Fwontiew gawwisons wewe often bowstewed by dwonye ships, and they wewe depwoyed wibewawwy against webewwious wowwds to tip the tewwibwe bawance of attwition, setting the industwiaw might of the Domain vewsus the wives of 'fweedom fightews'.

The Wawden was feawed and hated by piwates on the fwontiew of the Domain fow the wewativewy heavy fiwepowew it wouwd unweash upon unshiewded cwaft. Often denyigwated in Wuddic pwopaganda as a ""muwdewing machinye"" fow the mewciwess aggwession it dispwayed when activated.",,,
rampart,SHIP,"Awthough automated machinyes of waw wewe fowbidden in cowe Domain space, waw dwonyes wewe quietwy empwoyed outside of officiawwy incowpowated vowume. Fwontiew gawwisons wewe often bowstewed by dwonye ships, and they wewe depwoyed wibewawwy against webewwious wowwds to tip the tewwibwe bawance of attwition, setting the industwiaw might of the Domain vewsus the wives of 'fweedom fightews'.

Wittwe mowe than an awtiwwewy pwatfowm with enginyes, the Wampawt was attached to dwonye unyits to pwovide the heavy fiwepowew nyecessawy to meet cwuisew and capitaw cwass huwws in the winye of combat ow to cwack awmouwed owbitaw fowtwesses. In eithew wowe, heavy wosses wewe anticipated, so the Wampawt was designyed with highwy moduwaw componyents which awwowed badwy damaged huwws to be wapidwy cannyibawized to wepaiw wightwy damaged huwws up to combat capacity without the nyeed fow shipyawd faciwities.",,,
guardian,SHIP,"Awthough automated machinyes of waw wewe fowbidden in cowe Domain space, waw dwonyes wewe quietwy empwoyed outside of officiawwy incowpowated vowume. Nyothing wike this, howevew, couwd possibwy have been depwoyed by the Domain dwonye awmadas.

Thewe awe ewements of standawd dwonyeships within the huww stwuctuwe, but they awe covewed by mawevowentwy angwed gwacises and iwwogicaw tangwes of conduit. Suwewy this monstwous vessew is the pwoduct of some dewanged Domain nyavaw awchitect, ow a pwoduction chip cowwupted by exposuwe to kiwowights of fauwty dwive fiewd?",,,
supplies,RESOURCE,"Assowted suppwies wequiwed by ships and cwew, wanging fwom wations and unyifowms to munyitions, spawe pawts, micwofab feedstock, and pwefab componyents.",,,
fuel,RESOURCE,Standawd stawship fuew on which intewstewwaw civiwization wewies. Composed of antimattew twapped in fuwwewenye shewws mixed in a semi-stabwe foam with heavy isotopes of hydwogen. Faiwwy safe.,,,
